code,ó¨ìÆéëéYçáåv,åªã‡ãyÇ—óaã‡,óLå`å≈íËéëéY,óLå`å≈íËéëéYçáåv,ìäéëóLâøèÿåî,ìäéëÇªÇÃëºÇÃéëéYçáåv,ó¨ìÆïâç¬çáåv,å≈íËïâç¬çáåv
9417,1895783,494150,,330994.0,,607654.0,464752,70489.0
9418,59900,24175,18002.0,,,13034.0,45399,69578.0
9421,3756151,1351739,169042.0,,,1077528.0,2011413,792184.0
9423,868414,534750,,7651.0,,31925.0,471402,
9425,1074520,409168,,63238.0,,70731.0,458091,85413.0
9433,3558928,,2492985.0,,,,3516383,
9435,578588,,21609.0,,,,374711,
9436,65497,3097,,5451.0,245.0,4426.0,15197,2599.0
9438,21738185,15811852,221988.0,,4687569.0,7009629.0,6551766,4110431.0
9439,1384325,514527,,99187.0,45941.0,218667.0,1031652,205964.0
9441,36826469,15315826,1995345.0,,,3707677.0,14624273,759165.0
9444,6642031,3349221,,15863276.0,,,8637485,10719757.0
9445,8322999,1535556,,94790.0,7800.0,2495909.0,9717049,285387.0
9446,8008243,4357715,,16092254.0,,1577261.0,8102670,15165381.0
9449,1099662,224757,15006.0,,26581.0,40535.0,1012638,35915.0
9450,3505838,1814560,,5070857.0,3012.0,101561.0,3027159,2244199.0
9466,3035797,2203395,,508695.0,589772.0,748224.0,1379936,340915.0
9467,9103204,6088469,,33531.0,,309983.0,1953129,42250.0
9470,72718,29097,,15087.0,19887.0,31759.0,52834,30260.0
9471,11602484,5554664,,3917950.0,2759919.0,2998866.0,4471917,840181.0
9474,32682,16853,,13042.0,4144.0,11663.0,16688,9907.0
9475,7847997,4629245,,5275436.0,48469.0,3598020.0,2644848,940665.0
9476,3669560,1203953,,1117799.0,210279.0,381708.0,814790,375283.0
9478,7965,2897,,1543.0,232.0,583.0,3258,1344.0
9479,12357060,6884107,,323572.0,559901.0,1325561.0,3977975,1644420.0
9514,7264,4741,,35687.0,,167.0,5149,21713.0
9517,55049,31700,,54584.0,2738.0,14229.0,29964,43417.0
9531,550725,157881,,1495927.0,230782.0,396057.0,415010,1145067.0
9533,147996,40731,,302855.0,101469.0,142256.0,82617,159725.0
9534,26585408,6141036,,110357582.0,6002963.0,12186907.0,20295244,76693391.0
9535,33601,15568,,62063.0,13881.0,19343.0,18884,36787.0
9536,85501,20546,,234107.0,47119.0,66361.0,107215,196592.0
9539,25121,14118,,73332.0,12169.0,24288.0,19659,20447.0
9543,40457,23642,,54526.0,9661.0,16509.0,14564,7273.0
9551,109250,18777,,4302.0,1550.0,9260.0,62590,15170.0
9600,10561685,4027713,,15547334.0,2865702.0,4652780.0,8625013,7218770.0
9602,184028,37530,,151626.0,113400.0,132083.0,39473,45319.0
9603,134419,91775,,203051.0,7507.0,43225.0,88721,221219.0
9619,68659,11984,,82235.0,5130.0,9446.0,60278,61962.0
9622,24121929,12357285,,8948437.0,,1823784.0,7056722,461241.0
9624,24482,6513,,3765.0,1204.0,4564.0,12458,2919.0
9625,3599089,1370720,,3619559.0,10097.0,1075739.0,3585298,300173.0
9627,92246,54756,,30492.0,2389.0,33113.0,71197,13917.0
9631,6658354,623626,,24875291.0,1804593.0,10668450.0,4025717,10746340.0
9633,8900243,4674723,,14413442.0,2019528.0,2558889.0,6766229,8041208.0
9635,909406,835368,,4444942.0,473444.0,627201.0,374542,2202067.0
9636,605251,100837,,4202533.0,6582.0,861647.0,1252058,2366978.0
9639,17526,4406,,43185.0,51.0,3044.0,16656,8096.0
9641,9591430,3554637,,11825108.0,,831424.0,6025629,5519352.0
9643,1194981,566904,,1871147.0,577854.0,1231291.0,436027,387152.0
9647,5461890,2683177,,781568.0,,652660.0,3887082,935587.0
9651,7119511,2398320,234767.0,,3140945.0,3545000.0,1215007,159520.0
9656,1114953,627333,,18967750.0,295015.0,996519.0,4887086,5875194.0
9658,15786831,8618811,,285328.0,1289643.0,3624809.0,5648024,2940943.0
9661,1420799,1269995,,14939549.0,7862696.0,8377834.0,673642,14139280.0
9663,24743,14215,,16713.0,10401.0,11737.0,4444,892.0
9664,448572,240174,,5556605.0,39075.0,52183.0,412843,1562716.0
9672,24196403,16950231,,66656318.0,1921197.0,4263937.0,6477002,19537359.0
9675,6962,3991,,30986.0,5351.0,12145.0,13526,25918.0
9682,61425703,43705164,,3773749.0,6477721.0,9135041.0,14627803,1135741.0
9685,2311025,1462869,,2784134.0,562953.0,770846.0,1357869,1814614.0
9686,14231897,5984071,,10726411.0,5141732.0,6352189.0,7050294,3333203.0
9687,11375,6453,,535.0,4555.0,5649.0,3346,1731.0
9691,10955244,4768364,,2299190.0,242771.0,2548088.0,3603433,3531622.0
9695,711956,354191,,5528745.0,92469.0,311576.0,4632312,2418774.0
9696,8240249,7191794,,1839516.0,894491.0,3955335.0,7215538,2178777.0
9697,127391,71239,,21316.0,589.0,13775.0,32590,10327.0
9698,7697,3927,,314.0,40.0,714.0,2541,153.0
9701,2918293,2395494,,16462733.0,2006293.0,3818148.0,4054488,12922938.0
9702,10530347,4942133,,908906.0,477545.0,1014100.0,4082751,528556.0
9704,4291375,2078812,,10624143.0,154243.0,888301.0,2429468,7437394.0
9707,23693973,12707550,,28006409.0,222843.0,5045581.0,12548826,30602851.0
9708,36304,17652,,16412.0,7040.0,11641.0,4706,14641.0
9709,14086329,8244401,,367875.0,918129.0,2081543.0,3930804,3585607.0
9713,7260,4756,,42159.0,203.0,12256.0,40098,10872.0
9715,120530,49903,,14157.0,9628.0,36522.0,65163,19480.0
9716,66397,33847,,7630.0,3101.0,5292.0,29207,5272.0
9717,11768421,9125790,,315622.0,3926109.0,7173603.0,2034532,877246.0
9720,789708,486687,,6546255.0,,,2213265,3647818.0
9722,42365,36457,,50549.0,10450.0,24209.0,29039,64295.0
9723,2467643,1954931,,14433815.0,10300.0,109771.0,4530764,11849850.0
9726,51148,12764,,257.0,4478.0,11358.0,68344,4127.0
9728,53483,33075,,5411.0,14514.0,20840.0,16868,7747.0
9729,58769,35148,,30209.0,6476.0,11684.0,22689,5612.0
9731,10475,1019,,16226.0,2662.0,7069.0,11581,17820.0
9733,26816,21872,,27378.0,8876.0,15116.0,19989,31125.0
9734,3872228,3646984,,999290.0,690448.0,746254.0,228030,2924151.0
9735,942033,499247,,391775.0,272123.0,410093.0,361106,273248.0
9739,23980,12383,,6168.0,40.0,2409.0,6563,2478.0
9740,30234095,15371722,,16163329.0,11528920.0,13877490.0,20186637,10000634.0
9742,25222,10602,,1914.0,13947.0,20503.0,5884,6580.0
9743,35457495,15186081.0,,804295.0,2478429.0,6103153.0,12783225,525879.0
9749,114291,43763,,89707.0,20229.0,34965.0,74840,30184.0
9753,7557205,4546550,,230140.0,1435530.0,2696495.0,2590205,2503656.0
9755,63460,29461,,11931.0,5500.0,8586.0,10796,5564.0
9757,15599482,11311473,,5956598.0,4159699.0,5159990.0,3851548,152492.0
9760,26290265,7931922,,11042721.0,5946542.0,6534754.0,23192290,328993.0
9761,17321382,2717346,,18312378.0,168966.0,765315.0,14186447,6978774.0
9763,19132,2396,,9201.0,3990.0,4251.0,13628,3973.0
9765,8343312,1408688,,3951002.0,1143682.0,1510426.0,5794242,355129.0
9768,13410168,2394805,,13514521.0,1684732.0,2663711.0,7551330,3049452.0
9769,2384312,1975140,,5108165.0,,2085033.0,2769188,2777344.0
9776,5912539,2360724,,7757671.0,176525.0,799106.0,3105932,2133154.0
9778,624524,491051,,5103084.0,208983.0,990439.0,1389377,2074880.0
9780,8014453,3952927,,1246798.0,766714.0,2637782.0,4370076,1163219.0
9782,9326693,4658170,,5167894.0,544464.0,3250247.0,3728501,672128.0
9783,285694,151012,,157016.0,16668.0,61080.0,175878,191065.0
9787,110008,59773,,9481.0,3960.0,11557.0,44123,4160.0
9788,26204,14289,,8841.0,944.0,4098.0,13619,5872.0
9790,16257,13598,,2442.0,1516.0,2290.0,5265,188.0
9791,14986501,6689518,,15703689.0,1030590.0,4040697.0,8745726,9423158.0
9793,45351,33852,,39334.0,8338.0,10433.0,10868,4170.0
9795,9142494,8722064,,16917799.0,,805294.0,3400118,1574241.0
9797,10990589,2444239,566297.0,,332399.0,2375883.0,7756407,878984.0
9799,8437687,5579855,,68748.0,1425992.0,2986411.0,2409147,101080.0
9810,731727,56857,,61747.0,73963.0,89056.0,427159,178035.0
9812,10899235,1929987,,11211117.0,703826.0,1415786.0,16561773,7212334.0
9816,3367302,2894896,,1317567.0,231050.0,418768.0,1051545,1857595.0
9818,8827904,4791628,,7069003.0,943188.0,1231887.0,4670875,2094223.0
9820,4033251,1529686,,141173.0,43562.0,207463.0,764864,467982.0
9823,8909,2794,,35807.0,210.0,11046.0,17191,10759.0
9824,45690,18651,,17664.0,1461.0,5709.0,25935,2628.0
9828,7364785,5261705,,9666922.0,32610.0,6398176.0,7249923,8596160.0
9829,3568968,1869155,,9637693.0,63277.0,305794.0,9738748,1470039.0
9830,109861,36485,,95620.0,1906.0,3335.0,42526,37754.0
9831,614634,74438,,428601.0,6715.0,166585.0,357315,222738.0
9832,110578,38940,,42086.0,8970.0,28092.0,46577,17503.0
9837,25900156,10401341,,9418044.0,4072491.0,5087831.0,7150515,4614079.0
9842,96449,25613,,181551.0,8682.0,35802.0,179535,82794.0
9843,302750,158577,,460034.0,25727.0,115514.0,206345,38844.0
9845,31336,14249,,13064.0,5790.0,8382.0,13425,5130.0
9846,6375864,1041253,,28543526.0,1068364.0,8122954.0,13608679,10465250.0
9849,6061602,1536400,,1350373.0,345254.0,747272.0,4606853,347920.0
9850,10436487,6773743,,17839818.0,1737824.0,7561399.0,7765335,19616410.0
9852,36255,285,,7668.0,4227.0,7031.0,28140,2971.0
9854,8311,5135,,3296.0,478.0,3804.0,1362,522.0
9856,33639,15465,,38024.0,1350.0,2685.0,14292,11694.0
9857,24459198,6452647,,1308607.0,609146.0,1840097.0,15237359,660671.0
9861,57145,37900,,42396.0,3473.0,27849.0,46688,45089.0
9867,14566545,6560595,,1077669.0,467492.0,1364525.0,6923019,2134751.0
9869,250169,79320,,47726.0,46220.0,72119.0,216423,25409.0
9872,21566568,9392100,1747302.0,,,2099565.0,12551227,1053211.0
9873,26141,16476,,6123.0,3055.0,8838.0,15265,3808.0
9876,7580162,4629720,,155082.0,2882842.0,4929216.0,3940951,1363120.0
9878,2664373,483817,,550612.0,80287.0,379737.0,2759238,329282.0
9882,51455,14053,,48424.0,4626.0,18283.0,21883,5710.0
9887,23602720,13691494,,34031747.0,72137.0,16466786.0,16988140,17435970.0
9888,29504743,5114797,,7758182.0,1131973.0,1986693.0,22171091,5665655.0
9889,25719,10753,,1877.0,3020.0,6525.0,13137,4003.0
9895,5478595,1698597,,4945402.0,701964.0,1269182.0,2695897,1393448.0
9896,134703,36481,,60708.0,5249.0,9938.0,133602,27509.0
9900,9351812,7882563,,8839630.0,530274.0,2285353.0,4125263,5374431.0
9902,71478,18439,,17316.0,20241.0,21729.0,22310,9398.0
9903,9631376,2772287,,15362607.0,1573903.0,3299074.0,8925255,10028974.0
9904,6730,2492,,403.0,28.0,863.0,2618,31.0
9906,38600771,14076075,,8946345.0,2990042.0,4554284.0,21638256,2189662.0
9908,43562290,7279792,,5083420.0,1410823.0,2208609.0,26645454,2669088.0
9909,5717923,2508457,,453845.0,66657.0,298384.0,3588596,224313.0
9913,13727,2940,,8239.0,1328.0,2616.0,12549,3159.0
9914,2902961,597024,,211138.0,1210213.0,1349284.0,1464805,137165.0
9919,12610189,6879294,,33533302.0,1755394.0,8137380.0,15277782,4846441.0
9927,2318762,1501523,,622129.0,4942.0,622283.0,473523,390972.0
9928,24859,18267,,4533.0,4424.0,6972.0,10636,11891.0
9929,12087890,3219576,,878280.0,2530853.0,2877159.0,6723623,479981.0
9930,8339378,4089592,,5658691.0,2202485.0,2584866.0,6435920,1318754.0
9932,25022204,9395216,,8036380.0,3238617.0,4036036.0,5107409,781544.0
9934,176957,75015,,21715.0,17691.0,19593.0,77668,6142.0
9936,42452,39590,,36092.0,5286.0,12465.0,20582,17619.0
9941,6846208,1458771,268837.0,,,,7439384,169393.0
9942,6765,2214,,18357.0,,3670.0,14527,11948.0
9945,21603,10519,,40464.0,216.0,16392.0,16511,12011.0
9946,44773,15278,,28175.0,68.0,30496.0,63433,12000.0
9950,2130430,1306385,,2218060.0,231154.0,891770.0,1269608,672270.0
9955,27309548,19930288,,3932398.0,6994431.0,7499078.0,6344646,2874454.0
9956,112199,29924,,218173.0,9964.0,58092.0,165484,83783.0
9959,5262248,965554,,7497465.0,765562.0,1700049.0,7257209,2006054.0
9960,45212,5045,,16428.0,12233.0,16247.0,32012,10880.0
9962,203976,72428,,42488.0,6.0,10675.0,42591,12760.0
9966,11584055,4922775,,886345.0,,1397057.0,3616926,1009232.0
9967,16074603,2211555,,1645854.0,516223.0,694711.0,9797349,161375.0
9969,2289382,2101482,,3112580.0,7504.0,418286.0,2193411,1354874.0
9972,12578097,4371624,,4087676.0,282312.0,1711261.0,7073957,981408.0
9973,725812,176931,385836.0,,48495.0,535673.0,889342,425419.0
9974,23255,7369,,98376.0,71.0,13484.0,34748,25526.0
9976,8719595,1882292,,5093272.0,453727.0,4212632.0,7086146,801001.0
9977,20239,18135,,12081.0,,4640.0,13709,1910.0
9979,10870,7456,,14647.0,136.0,8181.0,8238,15406.0
9980,12309561,7279592,,3735159.0,,1536208.0,4023295,626450.0
9982,18830,3877,,20713.0,3736.0,5053.0,7994,5274.0
9986,9588703,3091755,,3471489.0,325500.0,644541.0,850896,1029331.0
9987,859733,151123,,115875.0,94748.0,129719.0,670065,26444.0
9989,194262,86495,,67169.0,300.0,41791.0,95116,8254.0
9990,17545707,1132167,,6393571.0,4627857.0,13423191.0,5951278,5038906.0
9991,71446,20.8,1.4,23439.0,0.0,7290.0,37959,5094.0
9994,32537,8664,,11459.0,894.0,11165.0,28133,5102.0
9995,28864,3395,,1537.0,2131.0,3112.0,10263,888.0
9996,18787671,2448882,,5577535.0,6167809.0,7689024.0,7800804,345038.0
9997,115534,30778,,92558.0,13314.0,21213.0,55645,71334.0
3402,1181039,236354,998358.0,,,,681378.0,845186.0
4183,787572,195987,455749.0,,,,466305.0,409663.0
6232,3257717,1891731,,,646888.0,675887.0,432941.0,3346.0
6361,468136,136084,160722.0,,,,291212.0,82087.0
7203,22776800,5100857,,11411153.0,,,21460466.0,16518344.0
7605,13909184,6247882,,13160081.0,,,,
8160,20354,16002,,14779.0,2825.0,8027.0,16515.0,6087.0
8746,7319602,2334471,,388267.0,1628841.0,2056000.0,4204103.0,44459.0
9201,567816,408335,,1045413.0,,,476893.0,648850.0
9519,46699,19406,104148.0,,,,13375.0,182306.0
9678,122130,50037,,159692.0,9335.0,13995.0,88267.0,88692.0
9719,212524,108768,67345.0,,,,97820.0,55240.0
1333,300511.0,31579.0,,147902.0,43665.0,64393.0,213484.0,152237.0
1438,3239976.0,2125532.0,,971599.0,,312646.0,1278725.0,232571.0
1447,10852865.0,3894837.0,,1720706.0,215825.0,1246302.0,7571502.0,4709414.0
1448,39809.0,6654.0,,21904.0,11164.0,13113.0,37814.0,15465.0
1451,12489804.0,3984906.0,,1946262.0,1689.0,282510.0,5000041.0,4076325.0
1712,4252.0,1031.0,,16168.0,508.0,835.0,4746.0,2767.0
1721,278860.0,33259.0,,140694.0,25098.0,52387.0,128229.0,20382.0
1724,6295.0,847.0,,2162.0,,987.0,4367.0,1349.0
1726,26669.0,2730.0,,5186.0,410.0,698.0,17597.0,2899.0
1737,16673745.0,2948935.0,,1501871.0,70033.0,727189.0,3823473.0,1121332.0
1798,20670914.0,7111912.0,,3823982.0,774488.0,2825818.0,15471354.0,1306528.0
1801,1027061.0,446630.0,,152470.0,328152.0,455261.0,841147.0,185054.0
1803,1013598.0,214321.0,,501899.0,355679.0,374035.0,714908.0,372319.0
1812,810537.0,170329.0,,282319.0,,,707151.0,213321.0
1820,,,,,41711.0,64835.0,191127.0,73775.0
1824,433190.0,100687.0,,165558.0,131063.0,149357.0,267118.0,294242.0
1828,23883174.0,4525013.0,,8033204.0,422715.0,1217732.0,13210884.0,2280219.0
1840,10598754.0,4209889.0,,8576079.0,687746.0,1725056.0,8295489.0,1746122.0
1847,44606.0,11835.0,,6572.0,1544.0,2756.0,23170.0,6238.0
1867,28880703.0,6337867.0,,14106348.0,1221830.0,2440576.0,19109579.0,3497452.0
1870,95268.0,22091.0,,25613.0,5661.0,8562.0,61464.0,13733.0
1871,73704.0,10456.0,,14126.0,2724.0,7456.0,43378.0,9828.0
1892,30795.0,11713.0,,8616.0,2058.0,2697.0,21077.0,5466.0
1893,326021.0,55612.0,,68697.0,18846.0,50318.0,244839.0,49004.0
1929,42282.0,17722.0,,5598.0,974.0,3644.0,18931.0,4239.0
1945,58464.0,9304.0,,20336.0,7992.0,10013.0,16487.0,8269.0
1948,20875.0,1541.0,,1291.0,1020.0,6804.0,10105.0,464.0
1976,47428.0,22484.0,,15436.0,3492.0,5969.0,10153.0,4401.0
2001,117900.0,37486.0,,114240.0,65809.0,72967.0,69661.0,69230.0
2060,54861.0,2893.0,,34521.0,8019.0,9505.0,42188.0,14268.0
2108,45745.0,2554.0,,23067.0,20678.0,23144.0,20751.0,10331.0
2122,8247745.0,4646879.0,204777.0,,,702152.0,4549690.0,72976.0
2138,22295495.0,15056962.0,,821019.0,1892403.0,3425974.0,6054027.0,11273570.0
2150,4099431.0,2289836.0,48187.0,,,,1561097.0,24679.0
2164,1393867.0,983670.0,52570.0,,,61964.0,796715.0,687293.0
2170,11610.0,,975.0,,,,18261.0,
2173,3866912.0,2013889.0,,159168.0,9226.0,361877.0,3111978.0,361644.0
2181,236943.0,83161.0,,11988.0,1344.0,33540.0,145577.0,62680.0
2185,13414520.0,9333973.0,,2982693.0,,2536363.0,2478619.0,1590568.0
2195,2262873.0,1270311.0,,1756157.0,,,1635713.0,1763585.0
2217,12004482.0,3417188.0,,7645962.0,1626061.0,4269041.0,6606392.0,654607.0
2221,8107394.0,1269921.0,,13824296.0,54002366.0,54356531.0,3444491.0,16872843.0
2229,123477.0,34572.0,,77280.0,1984.0,11723.0,42585.0,13652.0
2266,24259601.0,8635071.0,,26222472.0,1426078.0,5740747.0,26449823.0,1727682.0
2304,2801102.0,802454.0,,1450687.0,482190.0,906465.0,1847815.0,975620.0
2321,311140.0,217172.0,,116.0,41568.0,60379.0,56720.0,156241.0
2329,55486.0,31898.0,,19759.0,12913.0,15136.0,14310.0,4514.0
2330,3088243.0,1055858.0,,284457.0,17169.0,425312.0,2154877.0,551415.0
2331,227617.0,60833.0,,103383.0,55639.0,107217.0,103793.0,73243.0
2335,7253810.0,4467541.0,,193249.0,1169963.0,1988358.0,2357766.0,571106.0
2371,47196.0,,2453.0,,,,16907.0,
2374,13414187.0,5783729.0,,8097443.0,150675.0,3813284.0,6950881.0,6811459.0
2376,6349441.0,4398968.0,,5169783.0,519312.0,2016042.0,1854355.0,4895538.0
2384,104997.0,22091.0,,102310.0,,21177.0,115946.0,76849.0
2389,61852.0,37493.0,912.0,,4095.0,5256.0,21996.0,8847.0
2393,7833435.0,677472.0,,10603705.0,22729.0,1586376.0,4501006.0,1116983.0
2395,14780029.0,7230744.0,,12897971.0,8286937.0,9080641.0,11915803.0,9217814.0
2406,3654818.0,2302946.0,,3557669.0,,1879749.0,3894958.0,2761451.0
2410,3753346.0,2263555.0,199474.0,,,,1543692.0,205692.0
2411,,,,599.0,129.0,454.0,,
2413,164109.0,,12198.0,,,,50308.0,
2432,129887.0,,2301.0,,,,40976.0,
2436,2457034.0,1459632.0,66549.0,,123542.0,467384.0,861134.0,315710.0
2445,24907670.0,8032422.0,,27480458.0,504898.0,3240463.0,19554343.0,18131625.0
2467,498077.0,196768.0,,3709.0,,74957.0,402439.0,113815.0
2469,20490325.0,3816134.0,,8524613.0,112458.0,3881817.0,17582482.0,9781975.0
2471,5360.0,2238.0,,5332.0,,582.0,5710.0,1202.0
2491,17352200.0,11057328.0,,139537.0,565856.0,798408.0,6563537.0,21116.0
2493,3917816.0,2884212.0,299861.0,,,850193.0,817161.0,550737.0
2503,805814.0,,533238.0,,,,696798.0,
2590,80336.0,32569.0,,42333.0,19364.0,26164.0,38166.0,36818.0
2593,172109.0,75210.0,,80097.0,,22566.0,59248.0,75370.0
2607,160736.0,20463.0,,129435.0,7411.0,15441.0,91017.0,104604.0
2612,19789.0,2861.0,,13510.0,1983.0,2616.0,5166.0,2047.0
2659,60626.0,40124.0,,102836.0,489.0,10340.0,36439.0,6997.0
2666,2243705.0,1129571.0,,4913022.0,,841873.0,1029502.0,3652735.0
2669,18487494.0,12653492.0,,9952620.0,466125.0,1459148.0,6590412.0,334753.0
2674,9068949.0,2197245.0,,3328376.0,2436524.0,5170133.0,3964008.0,1102267.0
2675,3061791.0,997186.0,,3065273.0,100824.0,4445591.0,13319982.0,3757257.0
2681,113687.0,51865.0,,28177.0,1766.0,25524.0,41038.0,55717.0
2686,36203.0,1372.0,,1928.0,49.0,5333.0,36930.0,2681.0
2721,336830.0,124821.0,,24222.0,,31685.0,41038.0,1666.0
2733,184700.0,21784.0,,49827.0,12943.0,17147.0,133754.0,30682.0
2735,17439798.0,7586464.0,,1653364.0,406946.0,3185872.0,10384201.0,1354776.0
2743,1967278.0,151420.0,,1139564.0,1000.0,64726.0,3215397.0,
2760,82721.0,5680.0,,1820.0,,4633.0,39997.0,21220.0
2768,12174641195403.0,,157995191292.0,,,,754356734754.0,
2782,79393.0,53593.0,,21170.0,339.0,14747.0,23570.0,6613.0
2802,585169.0,,486443.0,,,,336339.0,
2805,71790.0,26591.0,,40899.0,7344.0,11866.0,45810.0,24462.0
2810,156909.0,78905.0,,89942.0,60268.0,78278.0,51327.0,30532.0
2813,3693482.0,1058759.0,,3823858.0,145330.0,398900.0,3128255.0,1546747.0
2815,79407920.0,54877790.0,,20055546.0,10852886.0,11825173.0,8947635.0,3866006.0
2830,9614053.0,685014.0,,6102249.0,180931.0,959383.0,4510612.0,1643226.0
2884,14828843.0,4942264.0,,3843649.0,,698884.0,7009537.0,8821680.0
2892,21457.0,177.0,,12025.0,284.0,2314.0,11735.0,4559.0
2894,4066814.0,2579907.0,,1803682.0,462312.0,523850.0,3227833.0,583514.0
2915,26317.0,12385.0,,29451.0,5077.0,6385.0,15004.0,11738.0
2925,10365.0,4437.0,,13912.0,551.0,1011.0,8932.0,2288.0
2929,13584423.0,5714022.0,,1750853.0,134510.0,722903.0,10097333.0,1852002.0
2930,5857845.0,3612973.0,,99595.0,,215237.0,1022521.0,
2931,10898393.0,6982831.0,,4141931.0,3340960.0,3680209.0,5516041.0,4772194.0
2974,30768478.0,10833643.0,,1278248.0,,392446.0,19591366.0,6088290.0
2986,14664248.0,3147974.0,,8973031.0,,,6419628.0,13505039.0
2987,6630359.0,2853115.0,,91719.0,,62339.0,2241606.0,2042779.0
3040,12137.0,7228.0,1253.0,,123.0,1464.0,7852.0,153.0
3050,207183.0,79956.0,,202169.0,25292.0,69170.0,117255.0,139385.0
3053,5849.0,4229.0,,4244.0,,2239.0,7330.0,3622.0
3054,7229272.0,3356899.0,50741.0,,77048.0,267146.0,3835903.0,587413.0
3055,93694.0,20434.0,,19102.0,16668.0,18320.0,74937.0,3647.0
3101,212963.0,34695.0,,224640.0,26503.0,48911.0,131444.0,171109.0
3107,331461.0,32058.0,,39172.0,6606.0,10426.0,230519.0,23916.0
3133,314912.0,44796.0,,214596.0,,187216.0,815656.0,555137.0
3159,96759.0,22952.0,,23207.0,2908.0,12880.0,70030.0,22844.0
3187,2669469.0,653667.0,,659439.0,231308.0,1343325.0,2639344.0,188907.0
3199,30544558.0,5191447.0,,21542034.0,1555763.0,4810020.0,25164532.0,16208375.0
3201,80548.0,31722.0,,38858.0,23820.0,28022.0,38379.0,14447.0
3223,1155826.0,733338.0,,107355.0,1500.0,331556.0,1790011.0,140175.0
3231,1043321.0,71625.0,,714224.0,86428.0,145292.0,269322.0,1065633.0
3264,66856.0,17116.0,,3080.0,,5682.0,25653.0,22927.0
3266,2629.0,600.0,,434.0,118.0,348.0,452.0,666.0
3276,9373218.0,5128269.0,,3143444.0,,741879.0,3296874.0,3661348.0
3302,40040255.0,9967610.0,,8460483.0,26015400.0,26372731.0,8878766.0,8219114.0
3316,4762940.0,2496941.0,,615613.0,115674.0,318403.0,1922540.0,350488.0
3322,6504453.0,2840173.0,,760559.0,,1122786.0,3230306.0,817166.0
3356,4515795.0,2418826.0,,208916.0,57336.0,374610.0,,
3374,15585594.0,9512844.0,,3454676.0,619086.0,1408434.0,8839471.0,3577135.0
3396,26550.0,16697.0,,6593.0,1178.0,1445.0,14348.0,3314.0
3401,534580.0,170185.0,,282291.0,84797.0,145212.0,310054.0,298116.0
3421,26967661.0,11912633.0,,23917977.0,,3428940.0,13277998.0,2795143.0
3434,28708.0,7912.0,,19288.0,3922.0,4517.0,16921.0,12217.0
3440,9055474.0,6464584.0,,2826928.0,41129.0,93429.0,1543350.0,1036015.0
3454,72400228.0,5006098.0,560319.0,,,,6017260.0,50267055.0
3458,51574940.0,17454477.0,,4553723.0,6605695.0,14573662.0,16608482.0,29161043.0
3475,25232858.0,5606210.0,51143.0,,,,13144628.0,5014780.0
3477,6274979.0,2161923.0,,215550.0,,76620.0,3145877.0,610664.0
3480,12544088.0,10855989.0,,24701245.0,,5320766.0,11975690.0,15067850.0
3482,53992.0,6406.0,47.0,,,,4879.0,41430.0
3484,4397518.0,2908850.0,,446035.0,,5553017.0,1755621.0,5711746.0
3486,20525297.0,1245179.0,252450.0,,,561912.0,10753719.0,6485898.0
3490,4273134.0,2384506.0,,1102890.0,1632.0,89940.0,1029607.0,2934874.0
3491,17794.0,13942.0,1319.0,,,,4309.0,5025.0
3494,2270054.0,900195.0,,13623877.0,107110.0,291453.0,2817352.0,9594049.0
3496,1572807.0,1204998.0,84565.0,,,280907.0,418179.0,552901.0
3498,7908985.0,3029039.0,2174885.0,,,,4241712.0,2725264.0
3536,9044870.0,4054933.0,,8027492.0,104893.0,1190164.0,11797514.0,4595282.0
3540,15378.0,3605.0,,1516.0,160.0,642.0,3745.0,411.0
3541,1918722.0,984683.0,58015.0,,,,1010094.0,280737.0
3543,27938.0,,12819.0,,,,23771.0,
3550,3545671.0,2348216.0,,160524.0,,549114.0,635620.0,692528.0
3556,8412374.0,2720284.0,363935.0,,,,3610024.0,4193588.0
3559,1377330.0,1007566.0,,12264.0,,92522.0,330153.0,14435.0
3562,5026490.0,1911838.0,,648390.0,29018.0,602989.0,3066297.0,1533533.0
3566,2087915.0,1471554.0,,992423.0,,,888071.0,111265.0
3577,5443096.0,2274560.0,,5269097.0,1796665.0,2124746.0,3075901.0,2971299.0
3607,5845151.0,4770951.0,,5239975.0,18015.0,3257633.0,8209787.0,3607684.0
3626,229965.0,83318.0,,64197.0,86005.0,125760.0,100915.0,70726.0
3627,3995160.0,2050141.0,,204464.0,77924.0,2165595.0,1457104.0,186443.0
3630,39096675.0,11841581.0,,3137651.0,1994230.0,2471264.0,28525449.0,1740434.0
3636,61266.0,21174.0,,10530.0,16073.0,23734.0,22529.0,14789.0
3640,9026101.0,678382.0,,6865715.0,398707.0,1429797.0,8149657.0,4867032.0
3646,2864778.0,2584503.0,,94160.0,18702.0,163624.0,261223.0,183092.0
3647,3333903.0,961999.0,,77886.0,,118890.0,503260.0,747110.0
3649,3289385.0,1824472.0,76828.0,,,,596629.0,184648.0
3653,4709648.0,4374555.0,,170645.0,163798.0,301490.0,305831.0,47286.0
3665,12339150.0,11807725.0,,68746.0,193341.0,318638.0,3509476.0,7152.0
3667,1585717.0,937857.0,,,,332367.0,1038623.0,2044.0
3676,9744997.0,5076396.0,,598606.0,191529.0,1324469.0,7904503.0,119536.0
3677,5002704.0,3187337.0,136145.0,,501006.0,986916.0,1696830.0,418992.0
